PCA_REG,FIPS,fracdata
p9,p06001,0.10454548452411573
p9,p06003,7.831925235617287e-05
p9,p06005,0.0026164971926828638
p9,p06007,0.013210206590333616
p9,p06009,0.0029311693628782725
p9,p06011,0.0013898972096277255
p9,p06013,0.07365262982731968
p9,p06015,0.0017820008025979416
p9,p06017,0.012253379967216258
p9,p06019,0.06427765677928912
p9,p06021,0.0018267093636595625
p9,p06023,0.00864428930256674
p10,p06025,0.008949130162819525
p10,p06027,0.0009439202405807384
p10,p06029,0.04566210431915909
p9,p06031,0.009730802460962133
p9,p06033,0.004360892070870108
p8,p06035,0.38584793688473085
p10,p06037,0.4891041400779627
p9,p06039,0.010109208111819853
p9,p06041,0.01650132743205694
p9,p06043,0.0010874009879767582
p9,p06045,0.005790234280469931
p9,p06047,0.018166324979110637
p8,p06049,0.1007819590867835
p10,p06051,0.0006591518938836605
p9,p06053,0.02773357654790551
p9,p06055,0.008637757413503836
p9,p06057,0.006562772849055273
p10,p06059,0.1576256738742134
p9,p06061,0.02614658117121464
p9,p06063,0.0012629375794924558
p10,p06065,0.1223262414255395
p9,p06067,0.10076364758949195
p9,p06069,0.0042284152140506385
p10,p06071,0.10920565056430956
p11,p06073,1.0
p9,p06075,0.05169711161133966
p9,p06077,0.05006153927326836
p9,p06079,0.01795692403070571
p9,p06081,0.0467941995810459
p9,p06083,0.028313836595726546
p9,p06085,0.11957212702152455
p9,p06087,0.016982404232359714
p9,p06089,0.011550599437166778
p9,p06091,0.00020819603683021502
p8,p06093,0.5133701040284857
p9,p06095,0.028646201941150598
p9,p06097,0.03081320370006783
p9,p06099,0.03506920504753947
p9,p06101,0.006282218701343768
p9,p06103,0.004153647280019928
p9,p06105,0.0010184673626235923
p10,p06107,0.023737529069583742
p9,p06109,0.0035392692097149865
p10,p06111,0.04178645837194806
p9,p06113,0.013760470681584232
p9,p06115,0.005290259393363804
p7,p41001,0.2616359429112764
p5,p41003,0.02667983750409852
p5,p41005,0.11740856826884069
p5,p41007,0.011617567785354251
p5,p41009,0.014747447802915368
p6,p41011,0.1115089277136544
p5,p41013,0.0071519870181112905
p6,p41015,0.04062933175960364
p5,p41017,0.05690718727597072
p6,p41019,0.19210367401836323
p5,p41021,0.0005571208660520275
p5,p41023,0.0020206398692919425
p7,p41025,0.11764066406795981
p5,p41027,0.006684616795318518
p6,p41029,0.38382649630127774
p5,p41031,0.00696553908737767
p6,p41033,0.15156183522501132
p6,p41035,0.12036973498208968
p7,p41037,0.12852727865695515
p5,p41039,0.10647510600579073
p5,p41041,0.014132808722762208
p5,p41043,0.036077813529840005
p7,p41045,0.4921961143638086
p5,p41047,0.09645248773222631
p5,p41049,0.0034185825511411946
p5,p41051,0.22323096758417943
p5,p41053,0.024775623391851864
p5,p41055,0.0005298900207287863
p5,p41057,0.007710219347237737
p5,p41059,0.022225927099136948
p5,p41061,0.00728341752666122
p5,p41063,0.0020964972241209715
p5,p41065,0.007426240531723935
p5,p41067,0.16694481030103978
p5,p41069,0.00040318323024513317
p5,p41071,0.03007591292798275
p3,p53001,0.024688327967693623
p2,p53003,0.01413112538573991
p2,p53005,0.13251281908916485
p1,p53007,0.015392003679579012
p2,p53009,0.04934505448467798
p2,p53011,0.32266437678121773
p2,p53013,0.0025502526592472525
p2,p53015,0.07036476436662312
p4,p53017,0.30345919593313564
p3,p53019,0.008707541307843252
p3,p53021,0.11765058012362721
p2,p53023,0.0014801812811959562
p4,p53025,0.6965408040668644
p2,p53027,0.048481930873136604
p1,p53029,0.016896688668771215
p2,p53031,0.021202681992578902
p1,p53033,0.43526965381229704
p1,p53035,0.05301260700298869
p1,p53037,0.008792918356441824
p2,p53039,0.014586031909074218
p2,p53041,0.05324993170092767
p3,p53043,0.013447422517488712
p2,p53045,0.042660894001732556
p3,p53047,0.051043216845674304
p2,p53049,0.015109710708474321
p3,p53051,0.016624902873740053
p1,p53053,0.1788978849184608
p1,p53055,0.0035862367511481775
p1,p53057,0.02525768165264117
p2,p53059,0.007678519263493089
p1,p53061,0.1610859396212778
p3,p53063,0.6537420398370314
p3,p53065,0.05678040066901885
p1,p53067,0.05758560480664334
p2,p53069,0.002890959348013585
p2,p53071,0.039548475306020854
p1,p53073,0.044222780729750964
p3,p53075,0.05731556785788258
p2,p53077,0.16154229084868144
